	X1				X2			Y			Predicted_Y
[ 0.6937808   0.69754351]	3.25228968151	3.55198802738
[ 0.69373707  0.5755759 ]	2.89865131978	3.06520582346
[ 0.0005756   0.45819224]	1.9869788312	1.84436264318
[ 0.19495284  0.47019947]	2.27207540049	2.1032691799
[ 0.03177489  0.02654587]	0.231178427938	0.155662150411
[ 0.38437167  0.00526061]	0.511438280841	0.453450270518
[ 0.28791934  0.94399002]	4.23506176824	4.09493144696
[ 0.20183882  0.08388137]	0.683183708124	0.569068459251
[ 0.71964086  0.19068151]	1.36479122551	1.55732978733
[ 0.99079435  0.57168801]	3.70552583983	3.37213531731
[ 0.12057983  0.34306766]	1.50096009585	1.51519654204
[ 0.36968728  0.77719184]	3.76021348979	3.51804799526
[ 0.30986787  0.97948342]	4.6979127583	4.26039891564
[ 0.30671562  0.68557882]	3.19648913581	3.08409553591
[ 0.83054172  0.4332159 ]	2.9152680147	2.64558784231
[ 0.32038678  0.61888256]	2.52262877771	2.83277106628
[ 0.58732612  0.92368885]	4.22522982427	4.338910972
[ 0.04760973  0.58162063]	2.20418035933	2.3879807594
[ 0.40839808  0.80745117]	3.59982797036	3.6808227382
[ 0.69918045  0.89022502]	4.36899471226	4.32678103769
[ 0.60783036  0.30776172]	2.17379397869	1.90319425441
[ 0.55181854  0.61055031]	3.11878824861	3.05073039305
[ 0.1874808   0.61042395]	2.47154470851	2.65475077893
[ 0.2249005   0.74026458]	3.44491281547	3.21352204303
[ 0.02691694  0.24570395]	1.18965872799	1.02498065902
[ 0.93491826  0.04433321]	1.22266605745	1.20697510989
[ 0.31846559  0.23035044]	1.38392599647	1.2801750189
[ 0.08188997  0.55401845]	2.27229944135	2.31503899807
[ 0.48881663  0.4188305 ]	2.31236211084	2.21725005772
[ 0.08381234  0.58665658]	2.42401891781	2.44737428835
[ 0.3976414   0.25897175]	1.20208122123	1.48033619072
[ 0.27676479  0.89975315]	3.8383945895	3.9062880225
[ 0.5224255   0.94030989]	4.41054328325	4.33479309397
[ 0.51317742  0.72779728]	3.6415137679	3.47668302313
[ 0.73854043  0.36140425]	2.26386211802	2.25914586367
[ 0.30434007  0.21057606]	1.4066873555	1.18592886732
[ 0.58675215  0.64462458]	3.42634512995	3.22462934999
[ 0.02867467  0.74013557]	3.18307680737	3.00001120141
[ 0.65410147  0.29301603]	1.60175042629	1.89457438474
[ 0.67902087  0.03460484]	0.393793782078	0.890384919674
[ 0.2117567   0.59950175]	2.44031325425	2.63751428159
[ 0.36813288  0.15142761]	1.03112691822	1.01913062271
[ 0.88675681  0.01143947]	1.13430170353	1.02342893887
[ 0.82998501  0.00883234]	0.77842105516	0.951400938867
[ 0.00985199  0.68469836]	2.46958647165	2.75834723979
[ 0.46273041  0.69623943]	3.4724435331	3.29598705715
[ 0.96885019  0.04531608]	0.961873917167	1.24772928443
[ 0.5504302   0.28010731]	1.87296542784	1.73052830585
[ 0.26022668  0.13007304]	0.979829781531	0.816782914608
[ 0.93603546  0.69978547]	3.6316877124	3.82389361488
[ 0.313118    0.27775567]	1.11460640132	1.4635498986
[ 0.26072162  0.91463505]	3.96384245481	3.94826277009
[ 0.63125208  0.19093264]	1.54836782002	1.46238920454
